repo_name,language,created_at,updated_at,stargazers_count,forks_count,open_issues_count,watchers_count,size
go-blueprint,Go,2023-10-11T07:20:12Z,2026-02-07T19:50:52Z,8629,479,36,8629,9615
langchaingo,Go,2023-02-18T20:04:54Z,2026-02-08T07:27:00Z,8598,1029,387,8598,64984
buildah,Go,2017-01-26T16:59:13Z,2026-02-08T07:29:41Z,8589,877,257,8589,82601
connect,Go,2016-03-22T01:18:48Z,2026-02-08T07:05:04Z,8580,919,551,8580,39467
linuxkit,Go,2015-11-26T14:48:52Z,2026-02-08T03:05:25Z,8574,1026,368,8574,66927
xiaohongshu-mcp,Go,2025-08-03T09:08:45Z,2026-02-08T07:16:25Z,8557,1348,107,8557,82306
anteon,Go,2021-08-04T07:43:53Z,2026-02-05T01:38:52Z,8544,388,17,8544,6161
mongo-go-driver,Go,2017-02-08T17:18:02Z,2026-02-08T04:33:42Z,8498,925,6,8498,46524
kafka-go,Go,2017-05-09T22:50:27Z,2026-02-08T05:09:32Z,8466,847,252,8466,2049
cow,Go,2012-08-25T16:11:40Z,2026-02-06T20:05:55Z,8451,1612,229,8451,1451
ipatool,Go,2021-05-22T08:27:21Z,2026-02-08T08:13:34Z,8448,706,42,8448,1274
pdfcpu,Go,2017-06-18T17:27:38Z,2026-02-07T21:56:42Z,8446,593,146,8446,423046
53AIHub,Go,2025-04-24T11:24:11Z,2026-02-08T08:26:05Z,8443,1003,19,8443,43380
sh,Go,2016-01-16T08:39:09Z,2026-02-08T05:22:55Z,8442,379,104,8442,11379
otto,Go,2012-10-06T01:48:39Z,2026-02-05T01:23:19Z,8440,600,50,8440,2343
confd,Go,2013-10-01T04:06:09Z,2026-02-04T17:24:58Z,8428,1402,180,8428,18207
osv-scanner,Go,2022-11-14T01:05:20Z,2026-02-07T14:37:43Z,8424,521,93,8424,27989
goconvey,Go,2013-08-21T04:52:28Z,2026-02-06T05:20:28Z,8421,555,167,8421,4011
roadrunner,Go,2017-12-26T16:13:10Z,2026-02-05T15:14:51Z,8388,422,88,8388,74620
wego,Go,2014-11-21T18:09:53Z,2026-02-07T12:04:31Z,8387,505,31,8387,226
