repo_name,language,created_at,updated_at,stargazers_count,forks_count,open_issues_count,watchers_count,size
downshift,JavaScript,2017-07-25T14:31:42Z,2026-02-08T05:51:08Z,12294,941,61,12294,2573
piskel,JavaScript,2012-08-22T22:53:24Z,2026-02-07T11:38:42Z,12279,879,407,12279,19135
grunt,JavaScript,2011-09-21T15:16:20Z,2026-02-03T18:35:29Z,12261,1496,165,12261,2789
functions-samples,JavaScript,2016-10-18T17:40:55Z,2026-02-02T03:06:46Z,12233,3853,192,12233,10458
pdfmake,JavaScript,2014-01-21T16:00:18Z,2026-02-07T21:16:18Z,12227,2076,245,12227,144892
react-dates,JavaScript,2016-05-04T00:49:45Z,2026-02-08T01:27:19Z,12223,1695,607,12223,38838
react-hot-loader,JavaScript,2014-07-12T23:49:43Z,2026-02-06T16:02:43Z,12219,791,462,12219,9389
user.js,JavaScript,2017-02-16T17:39:08Z,2026-02-08T07:18:09Z,12196,556,16,12196,3361
jsoneditor,JavaScript,2012-04-19T13:05:41Z,2026-02-07T19:31:53Z,12184,2085,231,12184,61276
docker.kitematic,JavaScript,2014-08-27T20:44:59Z,2026-02-01T17:06:14Z,12182,1392,967,12182,28560
get-shit-done,JavaScript,2025-12-14T14:17:12Z,2026-02-08T08:49:26Z,12182,1168,204,12182,2259
30-seconds-of-interviews,JavaScript,2018-04-07T20:11:31Z,2026-02-06T21:31:01Z,12159,968,19,12159,10667
JSVerbalExpressions,JavaScript,2013-07-19T14:59:46Z,2026-02-07T12:09:19Z,12154,497,29,12154,2866
toastr,JavaScript,2012-05-01T01:38:04Z,2026-02-06T22:14:21Z,12122,2026,156,12122,2049
curriculum,JavaScript,2013-06-11T03:22:30Z,2026-02-07T22:18:01Z,12114,16001,80,12114,151032
LinkSwift,JavaScript,2022-08-10T11:59:44Z,2026-02-08T08:40:30Z,12106,693,15,12106,1526
lime,JavaScript,2016-03-15T22:18:10Z,2026-02-07T18:15:32Z,12101,1858,131,12101,21112
mailcow-dockerized,JavaScript,2016-12-09T19:38:35Z,2026-02-08T07:49:59Z,12089,1603,463,12089,49218
pell,JavaScript,2017-07-09T14:30:51Z,2026-02-04T16:07:42Z,12083,550,68,12083,1248
virtual-dom,JavaScript,2014-01-23T17:12:21Z,2026-02-02T01:01:59Z,12056,775,149,12056,808
WebRTC-Experiment,JavaScript,2012-11-14T05:53:13Z,2026-02-05T01:28:18Z,12043,3913,536,12043,33532
listen1_chrome_extension,JavaScript,2016-04-30T06:40:37Z,2026-02-07T20:46:51Z,12024,2055,441,12024,5044
compromise,JavaScript,2011-07-05T09:04:38Z,2026-02-08T05:56:56Z,12024,664,117,12024,58018
multer,JavaScript,2014-01-30T18:16:04Z,2026-02-06T03:29:19Z,11997,1094,247,11997,5230
